City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
132,tazovsky,67.4667,78.7,10.54,67,100,4.03,RU,1689433836
133,lazaro cardenas,17.9583,-102.2,29.73,68,61,1.11,MX,1689433598
134,olonkinbyen,70.9221,-8.7187,4.64,97,100,6.98,SJ,1689433836
135,buka,40.8108,69.1986,31.56,16,0,6.08,UZ,1689433836
136,corner brook,48.9667,-57.9484,28.19,50,98,2.25,CA,1689433739
137,jamestown,42.097,-79.2353,25.8,69,0,4.12,US,1689433836
138,hats'avan,39.4641,45.9705,21.9,66,6,3.21,AM,1689433836
139,akureyri,65.6835,-18.0878,6.96,81,100,5.66,IS,1689433837
140,colchani,-20.3,-66.9333,5.89,19,25,3.92,BO,1689433837
141,la'ie,21.6477,-157.9253,23.98,80,7,6.19,US,1689433837
142,aykhal,66.0,111.5,4.43,70,75,1.75,RU,1689433837
143,ancud,-41.8697,-73.8203,7.31,85,59,1.09,CL,1689433837
144,cocal,-28.6167,-49.35,19.62,54,57,1.51,BR,1689433837
145,mandan,46.8267,-100.8896,17.54,73,21,1.79,US,1689433273
146,kodiak,57.79,-152.4072,12.73,94,100,0.0,US,1689433837
147,roxas,11.5853,122.7511,24.52,86,90,4.59,PH,1689433837
148,ponto novo,-10.8628,-40.1336,30.31,35,19,5.94,BR,1689433838
149,qui nhon,13.7667,109.2333,29.25,68,100,3.58,VN,1689433838
150,khorugh,37.4897,71.553,24.25,39,37,3.42,TJ,1689433838
151,portland,45.5234,-122.6762,23.09,65,8,2.24,US,1689433244
152,remire-montjoly,4.9167,-52.2667,30.02,66,75,5.14,GF,1689433838
153,kaliua,-5.0606,31.7936,29.63,23,5,1.68,TZ,1689433838
154,qulsary,46.9531,54.0198,30.24,27,36,8.37,KZ,1689433838
155,cananea,30.95,-110.3,25.75,41,96,0.8,MX,1689433838
156,schwarmstedt,52.68,9.6254,29.06,66,80,7.22,DE,1689433838
157,siuna,13.7332,-84.7773,27.68,77,57,2.41,NI,1689433595
158,zykovo,55.9519,93.1461,20.55,81,74,2.65,RU,1689433839
159,vorgashor,67.5833,63.95,17.03,54,84,4.26,RU,1689433839
160,sarangani,5.4033,125.4636,27.7,76,100,4.49,PH,1689433839
161,springbok,-29.6643,17.8865,15.17,35,100,4.05,ZA,1689433839
162,prado,-17.3411,-39.2208,22.97,72,100,5.77,BR,1689433839
163,harstad,68.799,16.5293,15.64,86,95,4.02,NO,1689433839
164,askoy,60.4092,5.226,18.19,77,75,4.63,NO,1689433839
165,praia da vitoria,38.7333,-27.0667,23.2,79,98,3.44,PT,1689433840
166,tofol,5.3248,163.0078,28.6,77,99,5.54,FM,1689433840
167,mount isa,-20.7333,139.5,12.87,88,4,1.54,AU,1689433840
168,karangampel,-6.4622,108.4519,26.42,77,58,3.05,ID,1689433840
169,margaret river,-33.95,115.0667,12.79,71,2,6.22,AU,1689433840
170,cadale,2.7603,46.3222,25.78,78,91,7.98,SO,1689433840
171,laguna,38.421,-121.4238,30.05,63,0,1.54,US,1689433840
172,esquel,-42.9,-71.3167,1.54,93,76,2.5,AR,1689433840
173,ta`u,-14.2336,-169.5144,26.92,78,15,8.04,AS,1689433840
174,alofi,-19.0595,-169.9187,23.49,78,99,11.75,NU,1689433841
175,thunder bay,48.4001,-89.3168,17.74,62,84,2.3,CA,1689433841
176,tefe,-3.3542,-64.7114,30.06,79,75,2.06,BR,1689433574
177,opuwo,-18.0607,13.84,25.42,8,0,3.73,NA,1689433841
178,zyryanskoye,56.8306,86.6258,17.91,91,92,7.57,RU,1689433841
179,port alfred,-33.5906,26.891,20.1,56,29,2.68,ZA,1689433841
180,vylkove,45.4021,29.586,27.73,46,0,4.11,UA,1689433841
181,dunedin,-45.8742,170.5036,12.67,61,100,0.89,NZ,1689433841
182,richards bay,-28.783,32.0377,19.56,52,13,3.43,ZA,1689433841
183,matoury,4.8483,-52.3317,29.98,66,75,5.14,GF,1689433842
184,manado,1.487,124.8455,23.43,88,40,1.03,ID,1689433799
185,antofagasta,-23.65,-70.4,18.6,60,52,1.89,CL,1689433842
186,port lincoln,-34.7333,135.8667,10.13,70,10,2.08,AU,1689433842
187,pavlovsk,50.4578,40.1081,18.92,82,60,5.75,RU,1689433842
188,inari,68.906,27.0288,19.11,73,100,1.57,FI,1689433842
189,barcelos,41.5388,-8.6151,23.84,49,40,5.61,PT,1689433842
190,berezovyy,51.6667,135.7,18.46,64,100,2.03,RU,1689433842
191,churapcha,62.0025,132.4325,8.08,94,3,1.33,RU,1689433842
192,ternate,0.8,127.4,24.21,94,100,1.91,ID,1689433843
193,mecca,21.4267,39.8261,36.93,24,11,3.82,SA,1689433232
194,keflavik,64.0049,-22.5624,10.95,66,75,10.8,IS,1689433843
195,oranjemund,-28.55,16.4333,16.4,59,96,3.26,NA,1689433843
196,happy valley-goose bay,53.3168,-60.3315,24.5,60,97,3.97,CA,1689433843
197,guiuan,11.0333,125.7247,28.87,75,42,9.79,PH,1689433843
198,puerto ayora,-0.7393,-90.3518,28.98,90,23,4.47,EC,1689433843
199,dzuunmod,48.2199,97.3744,15.65,52,71,2.65,MN,1689433843
200,lihue,21.9789,-159.3672,23.77,85,100,7.72,US,1689433843
201,hami,42.8,93.45,34.73,12,3,1.85,CN,1689433849
202,burayevo,55.8407,55.4083,16.88,76,100,2.8,RU,1689433849
203,el tambo,1.4181,-77.3968,13.5,85,100,1.51,CO,1689433849
204,tindouf,27.6711,-8.1474,44.39,7,1,1.6,DZ,1689433849
205,constantia,44.1833,28.65,29.28,58,2,5.14,RO,1689433849
206,paracale,14.2804,122.7881,25.61,93,100,3.59,PH,1689433850
207,floro,61.5996,5.0328,19.04,68,100,7.72,NO,1689433850
208,nouadhibou,20.931,-17.0347,27.99,74,6,5.66,MR,1689433850
209,sengkang,-4.1279,120.0297,22.25,95,22,1.17,ID,1689433850
210,ormara,25.2088,64.6357,28.23,80,31,9.33,PK,1689433850
211,island harbour,50.724,-1.2758,19.53,74,2,5.36,GB,1689433851
212,taulaga,-11.0553,-171.0883,27.81,77,41,6.92,AS,1689433851
213,anadyr,64.75,177.4833,8.28,87,20,2.0,RU,1689433851
214,trairi,-3.2778,-39.2689,31.03,56,16,7.29,BR,1689433851
215,kokopo,-4.352,152.2633,24.68,89,97,5.02,PG,1689433851
216,sakaiminato,35.55,133.2333,25.05,90,89,3.75,JP,1689433851
217,lushun,38.8,121.2667,23.12,81,0,5.38,CN,1689433851
218,pangody,65.85,74.4859,17.17,49,67,4.08,RU,1689433851
219,georgetown,5.4112,100.3354,28.96,85,20,1.03,MY,1689433787
220,geraldton,-28.7667,114.6,5.23,81,0,2.06,AU,1689433852
221,finspang,58.7058,15.7674,24.15,41,90,4.64,SE,1689433852
222,punta arenas,-53.15,-70.9167,1.06,75,0,7.2,CL,1689433852
223,colonia,50.9333,6.95,27.93,66,40,2.57,DE,1689433437
224,ust-nera,64.5667,143.2,17.97,67,99,1.92,RU,1689433852
225,taree,-31.9,152.4667,11.21,78,0,2.24,AU,1689433852
226,burang,30.25,81.1667,12.81,82,98,2.41,CN,1689433852
227,cradock,-32.1642,25.6192,17.43,33,50,6.8,ZA,1689433852
228,las lomitas,-24.7096,-60.593,19.4,34,19,2.26,AR,1689433633
229,udachny,66.4167,112.4,6.53,59,87,2.72,RU,1689433824
230,longyearbyen,78.2186,15.6401,14.91,44,0,5.66,SJ,1689433853
231,narvik,68.4384,17.4272,14.67,78,100,2.38,NO,1689433853
232,daru,-9.0763,143.2092,24.56,79,94,6.96,PG,1689433853
233,kenai,60.5544,-151.2583,12.05,98,100,3.6,US,1689433853
234,atafu village,-8.5421,-172.5159,28.36,75,97,6.85,TK,1689433853
235,rantauprapat,2.1,99.8333,23.61,96,99,1.14,ID,1689433853
236,souillac,-20.5167,57.5167,23.21,83,75,2.57,MU,1689433854
237,arvi,20.9833,78.2333,25.75,88,100,2.35,IN,1689433365
238,bilibino,68.0546,166.4372,16.74,68,4,0.72,RU,1689433854
239,yelizovo,53.1873,158.3805,10.46,96,31,1.54,RU,1689433854
240,umarkot,25.3616,69.7362,34.59,48,76,9.58,PK,1689433854
241,weno,7.4515,151.8468,28.97,79,100,2.57,FM,1689433854
242,kuanda,56.3161,116.0806,14.64,65,61,0.11,RU,1689433854
243,simanggang,1.2472,111.4528,23.88,94,100,1.19,MY,1689433854
244,selfoss,63.9331,-20.9971,12.8,59,86,3.9,IS,1689433472
245,liptovsky mikulas,49.0806,19.6222,28.63,45,4,2.5,SK,1689433855
246,necochea,-38.5473,-58.7368,9.57,63,0,6.57,AR,1689433790
247,mangai,-4.05,19.5333,36.68,18,3,1.17,CD,1689433855
248,constitucion,-35.3333,-72.4167,10.44,52,100,4.86,CL,1689433855
249,boa vista,2.8197,-60.6733,29.99,62,75,5.66,BR,1689433855
250,bintulu,3.1667,113.0333,26.21,86,100,2.12,MY,1689433855
251,sidney,-33.8679,151.2073,17.38,51,100,3.6,AU,1689433808
252,port mathurin,-19.6833,63.4167,23.76,80,71,7.49,MU,1689433855
253,katsuura,35.1333,140.3,25.14,92,100,9.85,JP,1689433855
254,susuman,62.7833,148.1667,16.72,81,13,4.1,RU,1689433856
255,kabalo,-6.05,26.9167,34.67,23,0,2.36,CD,1689433856
256,howrah,22.5892,88.3103,28.0,94,40,1.54,IN,1689433856
257,kambove,-10.8764,26.5969,24.47,30,1,2.29,CD,1689433856
258,turinsk,58.0458,63.696,13.02,89,100,4.75,RU,1689433856
259,isangel,-19.55,169.2667,21.23,74,81,8.9,VU,1689433856
260,sinabang,2.4803,96.3801,26.63,76,79,1.04,ID,1689433856
261,tabuk,17.4189,121.4443,24.27,96,100,1.21,PH,1689433856
262,tolanaro,-25.0319,46.9987,20.42,61,80,5.25,MG,1689433856
263,entebbe,0.0644,32.4469,25.18,61,20,5.14,UG,1689433857
264,patterson,37.4716,-121.1297,24.43,28,0,1.64,US,1689433857
265,acarau,-2.8856,-40.12,31.28,58,10,7.96,BR,1689433857
266,grand falls-windsor,48.9332,-55.6649,25.28,76,99,1.34,CA,1689433857
267,ola,59.5833,151.2833,11.32,84,0,2.2,RU,1689433857
268,polyarnyy,69.1989,33.4478,16.6,84,100,1.41,RU,1689433857
269,iwanai,42.9744,140.5089,19.56,98,100,2.21,JP,1689433857
270,kundla,21.3333,71.3,27.05,81,84,6.13,IN,1689433857
271,molde,62.7375,7.1591,20.91,52,20,8.23,NO,1689433857
272,langfang,39.5097,116.6947,26.33,41,100,1.34,CN,1689433858
273,emerald,-23.5333,148.1667,15.1,77,66,3.3,AU,1689433858
274,gadzhiyevo,69.2551,33.3362,16.46,85,100,1.73,RU,1689433858
275,leninskoye,41.7589,69.3864,29.09,14,0,5.53,KZ,1689433858
276,freetown,8.484,-13.2299,27.28,75,71,3.21,SL,1689433834
277,sabang,5.8933,95.3214,28.47,77,82,10.49,ID,1689433858
278,kone,-21.0595,164.8658,18.24,63,14,3.36,NC,1689433858
279,kalundborg,55.6795,11.0886,27.96,81,97,4.56,DK,1689433858
280,kievka,50.2619,71.5514,20.64,40,46,5.06,KZ,1689433858
281,guelmim,28.987,-10.0574,36.19,16,0,9.26,MA,1689433859
282,severo-yeniseyskiy,60.3725,93.0408,13.5,68,100,1.34,RU,1689433859
283,punta del este,-34.9667,-54.95,11.06,76,100,5.14,UY,1689433579
284,mamadysh,55.7152,51.408,18.6,79,97,3.31,RU,1689433859
285,antsiranana,-12.2787,49.2917,23.8,71,7,5.64,MG,1689433859
286,port saint john's,-31.6229,29.5448,20.93,52,30,1.97,ZA,1689433859
287,mombaca,-5.7431,-39.6275,33.78,33,4,3.28,BR,1689433859
288,kabinda,-6.1333,24.4833,33.9,20,3,3.02,CD,1689433859
289,petropavlovsk-kamchatsky,53.0452,158.6483,9.71,94,23,0.91,RU,1689433859
290,igarka,67.4667,86.5833,10.65,69,100,4.69,RU,1689433859
291,kargasok,59.0556,80.8572,16.02,91,99,6.78,RU,1689433860
292,san salvador de jujuy,-24.1946,-65.2971,18.29,29,27,1.67,AR,1689433860
293,ulanhot,46.0833,122.0833,17.45,90,100,7.29,CN,1689433860
294,nova olimpia,-14.7972,-57.2881,29.18,30,5,1.47,BR,1689433681
295,kaohsiung,22.6163,120.3133,30.58,81,75,6.17,TW,1689433860
296,enewetak,11.3474,162.3373,28.02,80,97,7.18,MH,1689433860
297,karacoban,39.3492,42.1124,26.22,23,0,5.98,TR,1689433860
298,kinkala,-4.3614,14.7644,35.17,26,0,0.22,CG,1689433860
299,usogorsk,63.4106,48.6872,22.9,47,94,2.05,RU,1689433861
300,el burgo de osma,41.5862,-3.0652,27.97,26,32,7.39,ES,1689433861
301,flying fish cove,-10.4217,105.6791,24.82,83,75,4.63,CX,1689433861
302,gijang,35.2442,129.2139,24.85,95,90,4.78,KR,1689433861
303,port hueneme,34.1478,-119.1951,23.01,89,100,2.06,US,1689433861
304,malandag,6.3094,125.2428,23.4,93,100,1.11,PH,1689433861
305,maracas,-13.4411,-40.4308,26.46,39,8,3.79,BR,1689433861
306,beitbridge,-22.2167,30.0,21.8,37,32,0.73,ZW,1689433861
307,khash,28.2211,61.2158,34.03,10,3,6.38,IR,1689433862
308,flekkefjord,58.2971,6.6607,17.75,98,100,4.92,NO,1689433862
309,east london,-33.0153,27.9116,18.52,68,0,1.03,ZA,1689433862
310,bay roberts,47.5999,-53.2648,20.7,69,95,4.34,CA,1689433862
311,axim,4.8699,-2.2405,27.63,71,38,4.02,GH,1689433862
312,marco island,25.9363,-81.7157,33.0,63,0,3.09,US,1689433863
313,leeton,-34.5667,146.4,7.83,77,3,1.45,AU,1689433863
314,lycksele,64.5954,18.6735,21.93,24,5,1.03,SE,1689433863
315,cooma,-36.2333,149.1333,3.3,92,97,0.62,AU,1689433863
316,callao,-12.0667,-77.15,22.62,64,100,1.03,PE,1689433863
317,broome,42.2506,-75.833,28.59,73,0,3.09,US,1689433863
318,rikaze,29.25,88.8833,18.2,47,100,3.9,CN,1689433864
319,puerto real,36.5282,-6.1901,31.07,61,0,7.72,ES,1689433641
320,guayaramerin,-10.8368,-65.3614,27.41,42,2,1.85,BO,1689433864
321,umba,66.6871,34.3429,15.6,81,72,2.67,RU,1689433864
322,calvinia,-31.4707,19.776,13.56,37,69,5.33,ZA,1689433864
323,alice town,25.7167,-79.3,29.62,71,38,3.22,BS,1689433864
324,yaren,-0.5472,166.916,28.14,77,100,2.63,NR,1689433864
325,harper,4.375,-7.7169,27.0,75,28,3.85,LR,1689433865
326,binhe,32.6883,112.8275,26.89,52,8,2.08,CN,1689433865
327,penzance,50.1186,-5.5371,17.62,88,40,7.72,GB,1689433597
328,nueve de julio,-35.4444,-60.8831,9.42,82,41,0.89,AR,1689433580
329,san sebastian de la gomera,28.0916,-17.1133,28.54,73,20,3.09,ES,1689433865
330,mount pearl,47.5166,-52.7813,20.04,69,28,3.57,CA,1689433739
331,gjilan,42.4604,21.4699,33.97,40,1,1.31,XK,1689433866
332,schliengen,47.757,7.5765,32.63,47,0,3.6,DE,1689433866
333,vallenar,-28.5708,-70.7581,21.7,15,0,1.19,CL,1689433866
334,mandalgovi,45.7625,106.2708,22.98,34,6,2.99,MN,1689433693
335,lauro de freitas,-12.8944,-38.3272,29.01,74,40,3.6,BR,1689433866
336,itoman,26.1247,127.6694,29.43,79,75,8.23,JP,1689433866
337,zaozersk,69.4005,32.4476,17.05,83,100,3.16,RU,1689433867
338,kingston,17.997,-76.7936,32.91,62,25,0.89,JM,1689433653
339,tabatinga,-4.2525,-69.9381,25.05,88,75,1.03,BR,1689433737
340,siwa oasis,29.2041,25.5195,39.97,12,34,5.11,EG,1689433867
341,prince rupert,54.3161,-130.3201,14.83,94,100,2.06,CA,1689433867
342,niquelandia,-14.4739,-48.4597,32.73,25,7,3.06,BR,1689433867
343,hasaki,35.7333,140.8333,27.38,87,100,6.69,JP,1689433867
344,bemidji,47.4736,-94.8803,18.36,64,75,4.63,US,1689433868
